event_id,time_seconds,category
162,82.930890740094071,synthetic_11
163,83.235573073907261,synthetic_12
164,83.413410760355589,synthetic_12
165,83.720135944129993,synthetic_01
166,84.549090391562103,synthetic_12
167,84.714812227535489,synthetic_12
168,84.816502232363518,synthetic_11
169,85.012334302313405,synthetic_11
170,86.279005671969443,synthetic_11
171,86.358976259159519,synthetic_12
172,87.097113926289609,synthetic_11
173,87.338643441830811,synthetic_12
174,87.481036624406599,synthetic_01
175,87.755504850204531,synthetic_01
176,88.406650665558928,synthetic_01
177,89.269580444414416,synthetic_02
178,89.988478934036436,synthetic_12
179,90.475809675643262,synthetic_01
180,90.999337681613298,synthetic_01
181,91.029086469522071,synthetic_01
182,91.316516165876877,synthetic_02
183,91.611803903565232,synthetic_01
184,91.8312318480599,synthetic_12
185,92.378173639041052,synthetic_01
186,93.434839263925952,synthetic_12
187,93.931651255535954,synthetic_02
188,94.796544037089177,synthetic_12
189,94.985270683750372,synthetic_02
190,96.255903455550097,synthetic_02
191,96.265197535533957,synthetic_01
192,97.941859221033639,synthetic_02
193,98.852932426642681,synthetic_03
194,99.267279140116386,synthetic_03
195,99.29768933511609,synthetic_02
196,99.438965780043432,synthetic_02
197,99.844178359915361,synthetic_02
198,100.03133900888574,synthetic_01
199,100.17717967584588,synthetic_03
200,100.17718842628518,synthetic_01
201,101.14003524044638,synthetic_01
202,101.94850128309595,synthetic_02
203,102.03005548641158,synthetic_01
204,102.27014860024184,synthetic_03
205,102.38446572230499,synthetic_02
206,103.27738754552726,synthetic_02
207,103.65645045098333,synthetic_03
208,103.82678725907692,synthetic_03
209,104.05468730225729,synthetic_02
210,104.26044082447153,synthetic_02
211,105.42974461653741,synthetic_03
212,105.79407189629619,synthetic_03
213,106.35157149478242,synthetic_02
214,106.37665393417019,synthetic_04
215,106.6339439832858,synthetic_03
216,106.75659456107098,synthetic_03
217,108.55726795960496,synthetic_03
218,108.97849001467048,synthetic_02
219,109.89231256216502,synthetic_03
220,110.09824261550024,synthetic_02
221,110.23394594544254,synthetic_02
222,110.82372566354906,synthetic_03
223,111.19551025189588,synthetic_02
224,111.34390674243815,synthetic_02
225,111.37933783359534,synthetic_02
226,111.84307578596304,synthetic_03
227,112.1346618094161,synthetic_05
228,113.24165477276243,synthetic_05
229,113.44698768474076,synthetic_05
230,113.624848442776,synthetic_05
231,114.18006159707176,synthetic_04
232,114.42522300444693,synthetic_04
233,114.47317843147363,synthetic_04
234,114.68399251679803,synthetic_05
235,115.33554981888847,synthetic_04
236,115.67731954926845,synthetic_04
237,115.72879030534723,synthetic_05
238,117.3328651805727,synthetic_03
239,117.59261959229939,synthetic_05
240,117.72653989377349,synthetic_04
241,118.2471644064442,synthetic_05
242,119.33718371434287,synthetic_04
243,119.35562388231239,synthetic_04
244,119.86832112296372,synthetic_04
245,119.90559393066607,synthetic_04
246,120.5792985118282,synthetic_04
247,120.88385210873297,synthetic_04
248,122.62016965855645,synthetic_06
249,123.31735630747637,synthetic_05
250,123.82555544933548,synthetic_05
251,124.11430579618685,synthetic_04
252,124.19498743077102,synthetic_06
253,124.31362259826359,synthetic_05
254,125.20684672267895,synthetic_04
255,125.87361961047114,synthetic_06
256,126.80346134471505,synthetic_05
257,126.82267752293596,synthetic_05
258,127.40484998354803,synthetic_06
259,127.41221746180607,synthetic_05
260,127.62449570410729,synthetic_04
261,127.74956304796576,synthetic_04
262,127.95966136537996,synthetic_06
263,128.01727065454671,synthetic_05
264,128.12465823938956,synthetic_07
265,128.4043781029643,synthetic_07
266,128.48775827086351,synthetic_07
267,128.60831446199757,synthetic_07
268,129.45472501644394,synthetic_06
269,129.75020602507436,synthetic_07
270,130.50313328530976,synthetic_05
271,130.61271565948928,synthetic_05
272,131.19141148986967,synthetic_07
273,132.02179323849305,synthetic_05
274,132.26604326283541,synthetic_05
275,132.30625272405354,synthetic_05
276,132.53770295733071,synthetic_06
277,132.55189985034383,synthetic_06
278,133.96267299772708,synthetic_05
279,135.53361224242821,synthetic_06
280,135.6838520571182,synthetic_06
281,135.87202662502742,synthetic_07
282,136.77021986715971,synthetic_08
283,137.04455327518019,synthetic_06
284,137.23809388984114,synthetic_07
285,137.36690101491465,synthetic_08
286,137.80462788696661,synthetic_06
287,137.85175482047813,synthetic_08
288,138.13135401905663,synthetic_07
289,138.6669769674113,synthetic_06
290,138.82626581542274,synthetic_08
291,139.55794611061529,synthetic_06
292,140.39440698236027,synthetic_06
293,140.74985151597275,synthetic_06
294,141.19355793683079,synthetic_06
295,142.29993460006335,synthetic_06
296,142.5393434331113,synthetic_06
297,142.91065652435756,synthetic_07
298,143.14747547601849,synthetic_07
299,143.31296492461897,synthetic_08
300,143.69705812882577,synthetic_06
301,143.77453373788981,synthetic_07
302,144.36831820215906,synthetic_08
303,144.54409673420557,synthetic_07
304,144.82847783979472,synthetic_07
305,145.22544523741107,synthetic_09
306,145.58570348638031,synthetic_07
307,146.41372496954781,synthetic_07
308,146.49666648170691,synthetic_09
309,146.853570078427,synthetic_08
310,147.16844746102583,synthetic_07
311,147.44711901487207,synthetic_09
312,147.58260697497735,synthetic_07
313,148.05298280631396,synthetic_08
314,148.34103767371747,synthetic_08
315,148.4963820236473,synthetic_07
316,148.68917900191221,synthetic_09
317,148.73691789972725,synthetic_07
318,149.5466902816575,synthetic_07
319,151.04273463963409,synthetic_07
320,151.2455847091787,synthetic_09
321,151.57518750762128,synthetic_07
322,152.18451641770704,synthetic_10
323,153.31237868527333,synthetic_10
324,154.59356139803734,synthetic_10
325,154.87671033460882,synthetic_09
326,155.21865555436656,synthetic_10
327,159.37277256906967,synthetic_08
328,160.10919528288187,synthetic_10
329,160.19319634354969,synthetic_11
330,160.86261170610251,synthetic_09
331,160.86410178730603,synthetic_09
332,161.09049930970068,synthetic_11
333,161.1860110213216,synthetic_11
334,162.2755013670068,synthetic_10
335,163.54527506853498,synthetic_10
336,163.79246872547964,synthetic_09
337,163.85580272470591,synthetic_11
338,164.23063774284287,synthetic_11
339,165.61528642848651,synthetic_11
340,166.24798443773238,synthetic_09
341,167.77580239443151,synthetic_10
342,167.9246990394083,synthetic_09
343,169.33412092820598,synthetic_12
344,169.91360743913182,synthetic_11
345,169.91445024211262,synthetic_10
346,170.31313740217431,synthetic_12
347,171.00031205654221,synthetic_12
348,171.45529169206637,synthetic_10
349,171.48064310119952,synthetic_11
350,171.81144850698414,synthetic_11
351,173.77153662424124,synthetic_11
352,175.6064802949756,synthetic_11
353,176.43749112014083,synthetic_12
354,176.94510736530358,synthetic_12
355,177.54093544182314,synthetic_12
356,179.1093781174674,synthetic_12
357,179.1201226610122,synthetic_11
358,179.49262607615694,synthetic_12
359,179.57040409947396,synthetic_01
360,180.16766849494806,synthetic_11
361,180.25435021222961,synthetic_11
362,180.48637250811393,synthetic_01
363,180.51588409152814,synthetic_11
364,180.91156552278591,synthetic_12
365,181.34873944514101,synthetic_11
366,182.35585629925936,synthetic_01
367,183.33612114916957,synthetic_12
368,184.55421014433253,synthetic_01
369,184.9855570317153,synthetic_02
370,185.04869317691416,synthetic_02
371,185.41701669542729,synthetic_02
372,185.51825861921336,synthetic_01
373,185.60955579798065,synthetic_01
374,185.97929059201533,synthetic_01
375,187.3881229501749,synthetic_01
376,188.58136322990362,synthetic_02
377,189.36149641838927,synthetic_12
378,189.78966789400604,synthetic_12
379,190.35801336458272,synthetic_01
380,190.37143742321032,synthetic_01
381,190.78243614261794,synthetic_01
382,191.86057550739733,synthetic_02
383,192.03431310640823,synthetic_02
384,192.42421187192568,synthetic_02
385,192.62512060541522,synthetic_01
386,195.56036810799176,synthetic_03
387,195.95112653950832,synthetic_01
388,196.06925132187666,synthetic_01
389,196.29719634059742,synthetic_01
390,196.3599954553213,synthetic_03
391,196.56581417646012,synthetic_02
392,197.51107146253972,synthetic_03
393,197.96977253293895,synthetic_02
394,199.51167701985909,synthetic_03
395,199.51296157636492,synthetic_03
396,199.81803726405226,synthetic_02
397,200.17123593011172,synthetic_02
398,200.54643755690427,synthetic_02
399,201.03399014095746,synthetic_03
400,201.82681320438638,synthetic_03
401,202.40039548009076,synthetic_02
402,202.73142487574586,synthetic_02
403,202.87640122529237,synthetic_02
404,204.74636079286077,synthetic_04
405,205.05700598412312,synthetic_02
406,205.07681766584145,synthetic_02
407,205.44689539181974,synthetic_04
408,205.93073475801663,synthetic_04
409,206.15813202533184,synthetic_03
410,207.78451486668945,synthetic_03
411,207.8051488992854,synthetic_03
412,208.76006341598472,synthetic_04
413,208.77514701864121,synthetic_05
414,209.23604996460662,synthetic_05
415,209.31220949590613,synthetic_04
416,211.09992445815467,synthetic_04
417,212.12893249066295,synthetic_05
418,212.5837079889387,synthetic_03
419,212.86036583687459,synthetic_05
420,212.99838423854123,synthetic_05
421,213.74988350510714,synthetic_03
422,213.83837108255477,synthetic_03
423,214.20563524562772,synthetic_03
424,214.54362410427601,synthetic_03
425,215.79073091117112,synthetic_04
426,216.73792664423021,synthetic_06
427,216.94722401128573,synthetic_06
428,217.43440832760601,synthetic_04
429,218.17869253829852,synthetic_04
430,218.69185068926572,synthetic_06
431,218.86563358023494,synthetic_04
432,219.42268841647422,synthetic_05
433,219.46174997732302,synthetic_05
434,219.74934217265039,synthetic_06
435,220.17844899901996,synthetic_05
436,220.62700785862424,synthetic_05
437,221.29600628582514,synthetic_06
438,221.67199088005211,synthetic_04
439,222.42544056034669,synthetic_06
440,222.5877823579176,synthetic_06
441,222.67095261159824,synthetic_04
442,222.68687269392134,synthetic_06
443,222.79830522425141,synthetic_04
444,223.33002656371372,synthetic_05
445,223.78985964596762,synthetic_06
446,224.21233244459071,synthetic_06
447,224.35432793574262,synthetic_06
448,224.66509716296747,synthetic_05
449,225.15939958117323,synthetic_07
450,225.17865651945382,synthetic_05
451,225.81349657115032,synthetic_07
452,225.83673857862829,synthetic_05
453,226.82359815163059,synthetic_06
454,227.27085208754829,synthetic_07
455,227.46635645062955,synthetic_06
456,227.96172633719857,synthetic_05
457,228.86180099462945,synthetic_07
458,229.3235083137493,synthetic_05
459,230.12669951981636,synthetic_06
460,230.43835081647282,synthetic_06
461,231.63213768919334,synthetic_05
462,232.24614130080101,synthetic_08
463,232.80392316860659,synthetic_08
464,233.09537081421871,synthetic_08
465,233.25973361767319,synthetic_08
466,233.58364513161831,synthetic_08
467,233.71079539444406,synthetic_07
468,234.00235690026358,synthetic_07
469,234.77144709595956,synthetic_08
470,239.20963719982024,synthetic_07
471,239.26324232820329,synthetic_08
472,240.6983738011366,synthetic_08
473,240.70564512533741,synthetic_07
474,242.57821381385901,synthetic_07
475,242.65213312633347,synthetic_09
476,242.69042934203458,synthetic_08
477,242.87858731830789,synthetic_09
478,243.11262654894259,synthetic_07
479,244.00412485292915,synthetic_08
480,244.65553877499278,synthetic_09
481,244.73292102744207,synthetic_09
482,245.30903835224589,synthetic_07
483,246.69673345294649,synthetic_07
484,247.94877006001997,synthetic_09
485,248.05451557172168,synthetic_09
486,249.52051897325953,synthetic_08
487,251.54479574008343,synthetic_10
488,252.4922834965771,synthetic_10
489,252.66438005261992,synthetic_09
490,253.23184745492154,synthetic_08
491,255.40268490460178,synthetic_09
492,256.0352771376306,synthetic_10
493,256.42257131220038,synthetic_09
494,257.48674422964348,synthetic_11
495,258.16539521798774,synthetic_11
496,258.29450809669873,synthetic_09
497,258.64688745277095,synthetic_11
498,258.71732930672403,synthetic_10
499,258.87153041031377,synthetic_09
500,258.87580177501729,synthetic_09
501,258.90891357422606,synthetic_10
502,260.00887867925593,synthetic_09
503,260.01293687838631,synthetic_09
504,260.48125887787432,synthetic_10
505,261.00020363149565,synthetic_10
506,261.14970061912993,synthetic_11
507,262.52208022683783,synthetic_10
508,262.83914289735793,synthetic_10
509,263.08619367267022,synthetic_09
510,263.29386207827082,synthetic_11
511,263.29731885348502,synthetic_10
512,264.11710672487675,synthetic_10
513,264.13055735028456,synthetic_11
514,264.76028987484074,synthetic_10
515,265.00286835436629,synthetic_12
516,265.13028205467521,synthetic_11
517,265.94397579825528,synthetic_11
518,266.06135343336803,synthetic_11
519,268.24575240583954,synthetic_12
520,268.95622261490848,synthetic_11
521,269.2219513849488,synthetic_11
522,269.31819944223855,synthetic_11
523,270.2052750042929,synthetic_11
524,270.70402236435325,synthetic_10
525,271.0362020424717,synthetic_12
526,271.14335541737802,synthetic_12
527,271.6143197778145,synthetic_10
528,271.79693488952955,synthetic_11
529,271.86270449557395,synthetic_10
530,271.98348970667155,synthetic_11
531,273.83863103811331,synthetic_11
532,275.28483466942362,synthetic_01
533,275.32567335076698,synthetic_11
534,275.86902884860501,synthetic_11
535,276.2526142947998,synthetic_11
536,278.58783893986623,synthetic_01
537,278.80134047259492,synthetic_11
538,279.56054155453165,synthetic_01
539,279.59650834079503,synthetic_01
540,280.02864214712594,synthetic_02
541,280.74598883441791,synthetic_02
542,281.30188763032709,synthetic_02
543,282.54085958098113,synthetic_12
544,282.7235225516539,synthetic_12
545,282.92747095973056,synthetic_01
546,283.01330890510746,synthetic_01
547,283.01626644107733,synthetic_01
548,283.90266974924015,synthetic_12
549,284.16832980300637,synthetic_01
550,284.66434554999546,synthetic_01
551,284.68223524859809,synthetic_01
552,284.79986776718283,synthetic_02
553,285.58983264263765,synthetic_02
554,287.34351857760674,synthetic_01
555,287.45391867640927,synthetic_12
556,289.36787254151727,synthetic_01
557,289.58140094688684,synthetic_03
558,289.63948271796318,synthetic_03
559,289.74813547841399,synthetic_03
560,289.83123277033252,synthetic_03
561,290.58154945673897,synthetic_03
562,290.67297562742311,synthetic_03
563,291.8489407192676,synthetic_02
564,292.23804545080401,synthetic_02
565,292.82757968671444,synthetic_02
566,292.85579169450978,synthetic_01
567,292.87263494059084,synthetic_01
568,293.06709416717428,synthetic_01
569,293.25960840817788,synthetic_03
570,293.62616393653531,synthetic_01
571,293.99944811982709,synthetic_02
572,294.2231570763642,synthetic_02
573,294.352050885241,synthetic_02
574,294.6269509523699,synthetic_02
575,296.04208255428642,synthetic_02
576,298.05124794169205,synthetic_04
577,298.14536604997198,synthetic_03
578,298.86326561677146,synthetic_03
579,299.76294776452181,synthetic_03
